Ripper Arm Roll [deg],Ripper Arm Pitch [deg],Ripper Arm Yaw [deg],Ripper Roll [deg],Ripper Pitch [deg],Ripper Yaw [deg],ESP32 Roll [deg],ESP32 Pitch [deg],ESP32 Yaw [deg],Time [H:M:S:MS]
4.37,46.81,0,-7.25,106.69,0,2.87,-1.87,0,05:20:20:425.806
4.37,46.81,0,-7.25,106.69,0,2.87,-1.87,0,05:20:20:554.733
4.37,46.81,0,-7.25,106.69,0,2.87,-1.87,0,05:20:20:667.605
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:20:761.581
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:20:890.404
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:20:963.999
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:21:70.701
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:21:169.457
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:275.28
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:362.249
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:477.397
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:561.579
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:662.009
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:766.053
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:867.42
4.37,46.81,0,-7.25,106.69,0,2.75,-1.87,0,05:20:21:974.973
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:22:67.01
4.37,46.81,0,-7.25,106.69,0,2.81,-1.87,0,05:20:22:180.315
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:287.289
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:404.591
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:538.991
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:635.22
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:726.694
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:824.073
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:22:911.96
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:23:12.977
4.37,46.81,0,-7.25,106.69,0,2.81,-1.94,0,05:20:23:121.361
4.37,46.81,0,-7.25,106.69,0,2.75,-1.94,0,05:20:23:220.102
4.37,46.81,0,-7.25,106.69,0,2.75,-1.94,0,05:20:23:310.485
4.37,46.81,0,-7.25,106.69,0,2.75,-1.94,0,05:20:23:428.502
4.37,46.81,0,-7.25,106.69,0,2.75,-1.94,0,05:20:23:514.417
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:23:627.404
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:23:715.136
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:23:817.547
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:23:930.693
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:19.267
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:136.915
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:209.561
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:349.054
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:466.686
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:583.431
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:688.166
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:776.833
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:863.261
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:24:965.298
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:66.918
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:170.53
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:282.386
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:362.667
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:25:477.09
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:25:569.105
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:25:667.585
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:763.828
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:861.713
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:25:957.755
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:26:118.078
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:26:162.0
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:292.447
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:422.069
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:525.581
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:612.443
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:713.011
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:845.702
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:26:910.071
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:30.923
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:121.808
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:217.632
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:315.19
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:420.661
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:519.06
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:621.386
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:724.187
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:850.835
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:27:935.393
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:28:72.712
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:28:137.543
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:28:218.513
4.37,46.81,0,-7.25,106.69,0,2.69,-2,0,05:20:28:329.613
4.37,46.81,0,-7.25,106.69,0,2.75,-1.94,0,05:20:28:415.939
4.37,46.81,0,-7.25,106.69,0,2.69,-1.94,0,05:20:28:516.559
4.37,46.81,0,-7.25,106.69,0,2.75,-1.94,0,05:20:28:627.845
4.37,46.75,0,-7.19,106.75,0,2.75,-2,0,05:20:28:705.277
4.37,46.63,0,-7.19,106.81,0,2.69,-2,0,05:20:28:844.604
4.37,46.44,0,-7.25,106.75,0,2.69,-2,0,05:20:28:911.629
4.37,46.31,0,-7.25,106.69,0,2.69,-2,0,05:20:29:39.291
4.31,46.06,0,-7.25,106.63,0,2.69,-2,0,05:20:29:123.252
4.31,45.94,0,-7.31,106.56,0,2.69,-2,0,05:20:29:220.719
4.31,45.75,0,-7.31,106.56,0,2.69,-2,0,05:20:29:321.767
4.31,45.56,0,-7.37,106.5,0,2.62,-2,0,05:20:29:419.83
4.25,45.38,0,-7.37,106.44,0,2.62,-2,0,05:20:29:513.036
4.25,45.25,0,-7.44,106.38,0,2.69,-2,0,05:20:29:604.899
4.25,45.06,0,-7.44,106.38,0,2.69,-2,0,05:20:29:726.648
4.25,44.94,0,-7.44,106.38,0,2.69,-2,0,05:20:29:815.205
4.25,44.75,0,-7.44,106.31,0,2.69,-2,0,05:20:29:928.777
4.19,44.56,0,-7.5,106.25,0,2.69,-2,0,05:20:30:21.524
4.19,44.38,0,-7.56,106.13,0,2.69,-2,0,05:20:30:119.03
4.19,44.19,0,-7.56,106,0,2.69,-2,0,05:20:30:235.095
4.19,43.87,0,-7.69,105.75,0,2.69,-2,0,05:20:30:345.41
4.12,43.44,0,-7.81,105.56,0,2.62,-2,0,05:20:30:494.049
4.12,43.13,0,-7.87,105.5,0,2.69,-2,0,05:20:30:615.029
4.06,42.94,0,-7.94,105.5,0,2.62,-2,0,05:20:30:724.309
4.06,42.69,0,-7.94,105.44,0,2.62,-2,0,05:20:30:816.124
4.06,42.5,0,-7.94,105.44,0,2.69,-2,0,05:20:30:929.203
4,42.19,0,-8,105.44,0,2.69,-2,0,05:20:31:16.079
4,42,0,-8,105.38,0,2.69,-2,0,05:20:31:115.58
3.94,41.69,0,-8.06,105.38,0,2.69,-2,0,05:20:31:240.25
3.94,41.31,0,-8.13,105.31,0,2.69,-2,0,05:20:31:398.232
3.87,41.06,0,-8.13,105.31,0,2.75,-2,0,05:20:31:530.547
3.87,40.75,0,-8.19,105.31,0,2.69,-2,0,05:20:31:617.288
3.87,40.56,0,-8.19,105.31,0,2.69,-2,0,05:20:31:719.298
3.81,40.38,0,-8.19,105.31,0,2.69,-2,0,05:20:31:834.739
3.81,40.12,0,-8.19,105.31,0,2.69,-2,0,05:20:31:916.605
3.81,39.88,0,-8.19,105.31,0,2.69,-2,0,05:20:32:24.355
3.75,39.63,0,-8.19,105.31,0,2.69,-2,0,05:20:32:114.465
3.75,39.38,0,-8.19,105.31,0,2.69,-2,0,05:20:32:242.094
3.69,39.06,0,-8.19,105.31,0,2.69,-2,0,05:20:32:410.19
3.69,38.75,0,-8.25,105.25,0,2.69,-2.06,0,05:20:32:520.997
3.69,38.5,0,-8.25,105.19,0,2.69,-2,0,05:20:32:616.495
3.62,38.31,0,-8.31,105.13,0,2.69,-2,0,05:20:32:718.444
3.62,38.06,0,-8.31,105.06,0,2.69,-2,0,05:20:32:819.212
3.62,37.81,0,-8.38,105.06,0,2.69,-2,0,05:20:32:925.067
3.56,37.5,0,-8.44,105,0,2.69,-2,0,05:20:33:13.048
3.56,37.38,0,-8.44,105,0,2.69,-2.06,0,05:20:33:122.454
3.5,37.06,0,-8.5,104.94,0,2.69,-2.06,0,05:20:33:220.75
3.5,36.81,0,-8.5,104.88,0,2.69,-2.06,0,05:20:33:320.921
3.5,36.63,0,-8.56,104.81,0,2.69,-2.06,0,05:20:33:455.471
3.5,36.56,0,-8.56,104.81,0,2.69,-2.06,0,05:20:33:518.795
3.44,36.13,0,-8.56,104.81,0,2.69,-2,0,05:20:33:629.44
3.44,35.88,0,-8.56,104.81,0,2.69,-2,0,05:20:33:714.388
3.37,35.69,0,-8.56,104.81,0,2.69,-2,0,05:20:33:820.814
3.37,35.44,0,-8.56,104.81,0,2.69,-2,0,05:20:33:917.345
3.37,35.13,0,-8.56,104.81,0,2.69,-2,0,05:20:34:23.139
3.31,34.88,0,-8.56,104.81,0,2.69,-2,0,05:20:34:105.204
3.31,34.69,0,-8.56,104.81,0,2.69,-2,0,05:20:34:220.177
3.31,34.38,0,-8.56,104.81,0,2.69,-2,0,05:20:34:324.624
3.31,34.25,0,-8.56,104.81,0,2.69,-2,0,05:20:34:415.63
3.25,33.81,0,-8.63,104.75,0,2.69,-2,0,05:20:34:549.293
3.25,33.5,0,-8.69,104.69,0,2.69,-2,0,05:20:34:675.259
3.19,33.25,0,-8.69,104.69,0,2.69,-2,0,05:20:34:769.938
3.19,33,0,-8.75,104.63,0,2.69,-2,0,05:20:34:865.789
3.19,32.94,0,-8.75,104.56,0,2.69,-2,0,05:20:34:956.994
3.19,32.5,0,-8.81,104.56,0,2.75,-2,0,05:20:35:95.569
3.12,32.19,0,-8.81,104.5,0,2.69,-2,0,05:20:35:244.447
3.12,31.62,0,-8.88,104.44,0,2.69,-2,0,05:20:35:408.239
3,31.31,0,-8.88,104.44,0,2.69,-2,0,05:20:35:517.248
3,31.06,0,-8.88,104.44,0,2.69,-2,0,05:20:35:612.239
3,30.88,0,-8.88,104.44,0,2.69,-2,0,05:20:35:727.599
3,30.62,0,-8.94,104.44,0,2.69,-2,0,05:20:35:812.646
3,30.44,0,-9,104.44,0,2.69,-2,0,05:20:35:933.385
3,30.37,0,-9,104.44,0,2.69,-2,0,05:20:36:58.49
3,30.25,0,-8.94,104.5,0,2.69,-2.06,0,05:20:36:120.773
3,30.25,0,-8.88,104.56,0,2.69,-2,0,05:20:36:227.395
3,30.06,0,-8.94,104.56,0,2.69,-2.06,0,05:20:36:371.814
2.94,30.12,0,-8.88,104.56,0,2.62,-2.06,0,05:20:36:517.512
2.94,30.06,0,-8.94,104.5,0,2.62,-2.06,0,05:20:36:614.265
2.94,30.06,0,-8.94,104.5,0,2.62,-2.06,0,05:20:36:715.191
2.94,30.06,0,-9,104.44,0,2.62,-2.06,0,05:20:36:803.23
2.94,30.06,0,-9,104.44,0,2.62,-2.06,0,05:20:36:927.632
2.94,30,0,-9,104.44,0,2.62,-2.06,0,05:20:37:12.064
2.94,30,0,-9,104.38,0,2.62,-2.06,0,05:20:37:113.097
2.94,29.94,0,-9.06,104.38,0,2.62,-2.06,0,05:20:37:226.456
2.94,29.94,0,-9,104.38,0,2.56,-2.06,0,05:20:37:326.335
2.94,29.94,0,-9,104.38,0,2.56,-2.06,0,05:20:37:413.771
2.94,29.94,0,-9,104.38,0,2.56,-2.06,0,05:20:37:520.456
2.94,29.87,0,-9,104.38,0,2.62,-2.06,0,05:20:37:622.85
2.94,29.87,0,-9,104.38,0,2.62,-2.06,0,05:20:37:718.532
2.94,29.87,0,-9,104.38,0,2.62,-2.06,0,05:20:37:815.013
2.94,29.81,0,-9,104.38,0,2.62,-2.06,0,05:20:37:928.711
2.94,29.81,0,-9,104.38,0,2.62,-2.06,0,05:20:38:11.246
2.94,29.75,0,-9,104.38,0,2.62,-2.06,0,05:20:38:128.368
2.94,29.75,0,-9,104.38,0,2.62,-2.06,0,05:20:38:257.159
2.94,29.69,0,-9,104.38,0,2.62,-2.06,0,05:20:38:395.213
2.94,29.69,0,-9,104.38,0,2.56,-2.06,0,05:20:38:518.918
2.94,29.63,0,-9,104.38,0,2.56,-2.06,0,05:20:38:618.773
2.94,29.63,0,-9,104.38,0,2.62,-2.06,0,05:20:38:722.101
2.94,29.63,0,-9,104.38,0,2.62,-2.06,0,05:20:38:817.337
2.94,29.56,0,-9,104.38,0,2.62,-2.12,0,05:20:38:912.856
2.94,29.56,0,-9,104.38,0,2.62,-2.12,0,05:20:39:29.289
2.94,29.5,0,-9,104.38,0,2.62,-2.12,0,05:20:39:115.363
2.94,29.5,0,-9,104.38,0,2.62,-2.12,0,05:20:39:231.623
2.94,29.44,0,-9,104.38,0,2.62,-2.12,0,05:20:39:337.183
2.94,29.44,0,-9,104.38,0,2.69,-2.12,0,05:20:39:422.502
2.94,29.44,0,-9,104.38,0,2.62,-2.12,0,05:20:39:530.156
2.94,29.37,0,-9,104.38,0,2.69,-2.12,0,05:20:39:632.338
2.94,29.31,0,-9,104.38,0,2.62,-2.12,0,05:20:39:752.949
2.94,29.31,0,-9,104.38,0,2.62,-2.12,0,05:20:39:838.648
2.94,29.31,0,-9,104.38,0,2.62,-2.12,0,05:20:39:923.586
2.94,29.25,0,-9,104.38,0,2.62,-2.12,0,05:20:40:21.817
2.94,29.19,0,-9,104.38,0,2.62,-2.12,0,05:20:40:137.998
2.94,29.19,0,-9,104.38,0,2.62,-2.19,0,05:20:40:240.128
2.94,29.12,0,-9.06,104.38,0,2.62,-2.12,0,05:20:40:405.955
2.94,29.19,0,-9.06,104.31,0,2.62,-2.19,0,05:20:40:522.272
2.94,29.19,0,-9.13,104.25,0,2.62,-2.19,0,05:20:40:615.343
2.94,29.25,0,-9.13,104.25,0,2.62,-2.19,0,05:20:40:717.107
2.94,29.31,0,-9.19,104.19,0,2.62,-2.19,0,05:20:40:823.516
2.94,29.37,0,-9.19,104.19,0,2.56,-2.19,0,05:20:40:925.202
2.94,29.44,0,-9.19,104.19,0,2.62,-2.19,0,05:20:41:12.136
2.94,29.5,0,-9.19,104.19,0,2.62,-2.19,0,05:20:41:120.531
2.94,29.63,0,-9.19,104.19,0,2.62,-2.19,0,05:20:41:221.289
2.94,29.75,0,-9.19,104.19,0,2.62,-2.19,0,05:20:41:311.538
2.94,29.94,0,-9.19,104.13,0,2.69,-2.19,0,05:20:41:428.525
2.94,30.06,0,-9.19,104.13,0,2.69,-2.19,0,05:20:41:519.475
3,30.19,0,-9.19,104.13,0,2.69,-2.19,0,05:20:41:655.553
3,30.25,0,-9.19,104.13,0,2.69,-2.19,0,05:20:41:787.988
3,30.44,0,-9.19,104.13,0,2.69,-2.19,0,05:20:41:829.695
3,30.81,0,-9.19,104.13,0,2.62,-2.19,0,05:20:41:923.11
3,31,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:10.878
3,31.19,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:122.403
3,31.44,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:209.248
3,31.69,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:341.556
3.06,32,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:465.123
3.06,32.13,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:576.85
3.06,32.44,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:681.489
3.06,32.69,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:766.134
3.06,32.88,0,-9.19,104.13,0,2.62,-2.19,0,05:20:42:874.952
3.06,33.13,0,-9.19,104.13,0,2.56,-2.19,0,05:20:42:989.438
3.12,33.31,0,-9.19,104.13,0,2.56,-2.19,0,05:20:43:71.803
3.12,33.56,0,-9.19,104.13,0,2.62,-2.19,0,05:20:43:159.801
3.12,33.88,0,-9.19,104.13,0,2.62,-2.19,0,05:20:43:286.391
3.12,34.19,0,-9.19,104.13,0,2.62,-2.19,0,05:20:43:450.175
3.12,34.5,0,-9.19,104.13,0,2.62,-2.19,0,05:20:43:589.618
3.12,34.69,0,-9.19,104.13,0,2.62,-2.19,0,05:20:43:668.23
3.12,34.88,0,-9.19,104.13,0,2.62,-2.19,0,05:20:43:779.909
3.19,35.06,0,-9.19,104.13,0,2.56,-2.19,0,05:20:43:875.791
3.19,35.25,0,-9.19,104.13,0,2.56,-2.19,0,05:20:43:966.504
3.19,35.5,0,-9.19,104.13,0,2.56,-2.19,0,05:20:44:65.921
3.19,35.63,0,-9.19,104.13,0,2.56,-2.19,0,05:20:44:189.795
3.19,35.94,0,-9.19,104.13,0,2.56,-2.19,0,05:20:44:294.025
3.19,36.06,0,-9.19,104.13,0,2.56,-2.25,0,05:20:44:416.603
3.25,36.38,0,-9.19,104.13,0,2.56,-2.19,0,05:20:44:515.72
3.25,36.69,0,-9.19,104.13,0,2.62,-2.19,0,05:20:44:644.023
3.31,36.94,0,-9.19,104.13,0,2.62,-2.19,0,05:20:44:764.457
3.31,37.19,0,-9.19,104.13,0,2.56,-2.19,0,05:20:44:882.985
3.31,37.44,0,-9.19,104.13,0,2.62,-2.19,0,05:20:44:963.071
3.37,37.69,0,-9.19,104.13,0,2.62,-2.19,0,05:20:45:64.293
3.37,37.94,0,-9.19,104.13,0,2.56,-2.19,0,05:20:45:162.596
3.44,38.25,0,-9.19,104.13,0,2.56,-2.19,0,05:20:45:279.676
3.44,38.5,0,-9.19,104.13,0,2.62,-2.19,0,05:20:45:374.774
3.44,38.63,0,-9.19,104.13,0,2.62,-2.19,0,05:20:45:461.253
3.5,39,0,-9.19,104.13,0,2.62,-2.19,0,05:20:45:563.942
3.5,39.13,0,-9.19,104.13,0,2.62,-2.19,0,05:20:45:686.355
3.56,39.5,0,-9.19,104.13,0,2.62,-2.25,0,05:20:45:757.176
3.56,39.69,0,-9.19,104.13,0,2.56,-2.19,0,05:20:45:861.243
3.56,40,0,-9.13,104.19,0,2.56,-2.19,0,05:20:45:963.1
3.62,40.19,0,-9.13,104.19,0,2.56,-2.19,0,05:20:46:75.538
3.62,40.56,0,-9.06,104.25,0,2.56,-2.19,0,05:20:46:165.223
3.69,40.88,0,-9,104.31,0,2.56,-2.19,0,05:20:46:291.123
3.69,41.37,0,-8.94,104.38,0,2.56,-2.19,0,05:20:46:444.296
3.75,41.63,0,-8.88,104.44,0,2.56,-2.19,0,05:20:46:560.717
3.75,41.94,0,-8.81,104.5,0,2.56,-2.19,0,05:20:46:660.598
3.81,42.25,0,-8.81,104.5,0,2.56,-2.19,0,05:20:46:790.397
3.81,42.62,0,-8.75,104.63,0,2.56,-2.19,0,05:20:46:885.815
3.87,42.81,0,-8.69,104.63,0,2.56,-2.19,0,05:20:46:977.025
3.87,43.13,0,-8.69,104.69,0,2.56,-2.19,0,05:20:47:64.266
3.94,43.38,0,-8.56,104.75,0,2.56,-2.19,0,05:20:47:164.174
3.94,43.63,0,-8.5,104.88,0,2.56,-2.19,0,05:20:47:281.745
4,44,0,-8.5,104.94,0,2.56,-2.19,0,05:20:47:404.612
4,44.06,0,-8.38,105.06,0,2.62,-2.12,0,05:20:47:522.817
4,43.69,0,-8.38,105.19,0,2.62,-2.12,0,05:20:47:565.956
3.94,43.44,0,-8.44,105.06,0,2.62,-2.19,0,05:20:47:680.947
4,43.56,0,-8.44,104.94,0,2.56,-2.19,0,05:20:47:766.797
4,43.75,0,-8.5,104.94,0,2.56,-2.19,0,05:20:47:868.503
4,43.94,0,-8.5,104.88,0,2.56,-2.19,0,05:20:47:973.443
4.06,44,0,-8.44,104.94,0,2.56,-2.19,0,05:20:48:64.594
4.06,44.06,0,-8.44,104.94,0,2.56,-2.19,0,05:20:48:176.979
4.12,44.19,0,-8.38,105,0,2.56,-2.19,0,05:20:48:295.77
4.12,44.25,0,-8.31,105.06,0,2.56,-2.19,0,05:20:48:413.06
4.12,44.25,0,-8.31,105.06,0,2.56,-2.19,0,05:20:48:519.72
4.12,44.31,0,-8.25,105.13,0,2.56,-2.19,0,05:20:48:636.307
4.12,44.38,0,-8.25,105.19,0,2.56,-2.19,0,05:20:48:712.047
4.12,44.38,0,-8.19,105.19,0,2.56,-2.19,0,05:20:48:822.234
4.19,44.44,0,-8.19,105.25,0,2.56,-2.19,0,05:20:48:918.454
4.12,44.44,0,-8.13,105.31,0,2.56,-2.19,0,05:20:49:16.279
4.12,44.5,0,-8.13,105.38,0,2.56,-2.19,0,05:20:49:125.895
4.19,44.5,0,-8.06,105.44,0,2.56,-2.19,0,05:20:49:217.371
4.19,44.56,0,-8.06,105.44,0,2.56,-2.19,0,05:20:49:317.027
4.19,44.56,0,-8,105.5,0,2.56,-2.19,0,05:20:49:411.581
4.19,44.63,0,-8,105.56,0,2.56,-2.19,0,05:20:49:524.765
4.19,44.63,0,-7.94,105.63,0,2.56,-2.19,0,05:20:49:614.769
4.19,44.63,0,-7.94,105.63,0,2.56,-2.19,0,05:20:49:720.597
4.19,44.69,0,-7.94,105.69,0,2.56,-2.19,0,05:20:49:819.778
4.19,44.69,0,-7.87,105.75,0,2.56,-2.19,0,05:20:49:940.176
4.19,44.75,0,-7.87,105.75,0,2.56,-2.19,0,05:20:50:12.517
4.19,44.75,0,-7.87,105.81,0,2.56,-2.19,0,05:20:50:114.753
4.19,44.75,0,-7.87,105.81,0,2.56,-2.19,0,05:20:50:218.857
4.19,44.81,0,-7.81,105.88,0,2.56,-2.19,0,05:20:50:313.316
4.19,44.81,0,-7.81,105.88,0,2.56,-2.19,0,05:20:50:442.028
4.19,44.88,0,-7.81,105.88,0,2.56,-2.19,0,05:20:50:603.708
4.19,44.88,0,-7.81,105.88,0,2.56,-2.19,0,05:20:50:720.637
4.25,44.94,0,-7.81,105.88,0,2.56,-2.19,0,05:20:50:847.216
4.25,44.94,0,-7.81,105.88,0,2.56,-2.19,0,05:20:50:972.537
4.25,44.94,0,-7.81,105.88,0,2.56,-2.19,0,05:20:51:66.321
4.19,45,0,-7.81,105.88,0,2.56,-2.19,0,05:20:51:190.849
4.25,45,0,-7.81,105.88,0,2.56,-2.19,0,05:20:51:279.823
4.19,45,0,-7.75,105.81,0,2.56,-2.19,0,05:20:51:367.672
4.19,45,0,-7.75,105.88,0,2.56,-2.19,0,05:20:51:462.019
4.19,45.06,0,-7.81,105.69,0,2.56,-2.19,0,05:20:51:566.746
4.19,45.06,0,-7.94,105.5,0,2.56,-2.19,0,05:20:51:671.454
4.19,45,0,-8.06,105.31,0,2.56,-2.19,0,05:20:51:763.281
4.19,44.94,0,-8.13,105.06,0,2.56,-2.19,0,05:20:51:869.79
4.19,44.88,0,-8.1162,104.75,0,2.56,-2.19,0,05:20:51:965.702
4.19,44.81,0,-8.1024,104.44,0,2.56,-2.19,0,05:20:52:82.905
4.19,44.69,0,-8.0886,104.06,0,2.56,-2.19,0,05:20:52:167.182
4.19,44.56,0,-8.0748,103.81,0,2.56,-2.19,0,05:20:52:303.235
4.19,44.5,0,-8.061,103.25,0,2.56,-2.19,0,05:20:52:441.343
4.12,44.38,0,-8.0472,102.94,0,2.56,-2.19,0,05:20:52:522.388
4.12,44.31,0,-8.0334,102.63,0,2.56,-2.19,0,05:20:52:632.576
4.12,44.19,0,-8.0196,102.31,0,2.56,-2.19,0,05:20:52:720.853
4.12,44.13,0,-8.0058,101.94,0,2.56,-2.19,0,05:20:52:812.551
4.12,44.06,0,-7.992,101.56,0,2.5,-2.19,0,05:20:52:915.416
4.12,44,0,-7.9782,101.31,0,2.56,-2.19,0,05:20:53:8.734
4.12,43.75,0,-7.9644,100.56,0,2.56,-2.19,0,05:20:53:196.462
4.12,43.69,0,-7.9506,100.44,0,2.56,-2.19,0,05:20:53:224.259
4.06,43.56,0,-7.9368,100.06,0,2.56,-2.19,0,05:20:53:312.876
4.06,43.5,0,-7.923,99.75,0,2.56,-2.19,0,05:20:53:440.766
4.06,43.44,0,-7.9092,99.56,0,2.56,-2.19,0,05:20:53:525.987
4.06,43.38,0,-7.8954,99.5,0,2.56,-2.19,0,05:20:53:616.53
4.06,43.31,0,-7.8816,99.25,0,2.56,-2.19,0,05:20:53:738.274
4.06,43.31,0,-7.8678,98.94,0,2.56,-2.19,0,05:20:53:817.792
4.06,43.25,0,-7.854,98.88,0,2.56,-2.19,0,05:20:53:922.713
4.06,43.13,0,-7.8402,98.44,0,2.56,-2.19,0,05:20:54:13.203
4.06,43.06,0,-7.8264,98.19,0,2.56,-2.19,0,05:20:54:115.6
4,43,0,-7.8126,97.94,0,2.56,-2.19,0,05:20:54:219.12
4,43,0,-7.7988,97.69,0,2.56,-2.19,0,05:20:54:322.952
4,42.94,0,-7.785,97.44,0,2.56,-2.19,0,05:20:54:454.578
4,42.88,0,-7.7712,97.25,0,2.56,-2.19,0,05:20:54:565.948
4,42.88,0,-7.7574,97.06,0,2.5,-2.19,0,05:20:54:662.835
4,42.88,0,-7.7436,96.88,0,2.5,-2.19,0,05:20:54:759.031
4,42.88,0,-7.7298,96.69,0,2.5,-2.19,0,05:20:54:862.464
4,42.88,0,-7.716,96.56,0,2.56,-2.19,0,05:20:54:977.411
4,42.88,0,-7.7022,96.38,0,2.56,-2.19,0,05:20:55:61.015
4,42.88,0,-7.6884,96.25,0,2.56,-2.19,0,05:20:55:173.842
4,42.88,0,-7.6746,96,0,2.56,-2.19,0,05:20:55:273.372
4,42.88,0,-7.6608,95.81,0,2.56,-2.19,0,05:20:55:364.158
4,42.88,0,-7.647,95.69,0,2.56,-2.19,0,05:20:55:493.383
4,42.88,0,-7.6332,95.44,0,2.56,-2.19,0,05:20:55:562.007
4,42.88,0,-7.6194,95.31,0,2.56,-2.19,0,05:20:55:704.709
4,42.88,0,-7.6056,95.13,0,2.56,-2.19,0,05:20:55:805.076
