Ripper Arm Roll [deg],Ripper Arm Pitch [deg],Ripper Arm Yaw [deg],Ripper Roll [deg],Ripper Pitch [deg],Ripper Yaw [deg],ESP32 Roll [deg],ESP32 Pitch [deg],ESP32 Yaw [deg],Time [H:M:S:MS]
4,42.88,0,-7.5918,95,0,2.56,-2.19,0,05:20:55:863.828
4,42.88,0,-7.578,94.75,0,2.56,-2.19,0,05:20:55:963.596
4,42.88,0,-7.5642,94.48125,0,2.56,-2.19,0,05:20:56:72.386
4,42.81,0,-7.5504,94.2125,0,2.56,-2.19,0,05:20:56:164.313
4,42.75,0,-7.5366,93.94375,0,2.56,-2.19,0,05:20:56:290.078
4,42.69,0,-7.5228,93.675,0,2.56,-2.19,0,05:20:56:417.781
4,42.62,0,-7.509,93.40625,0,2.56,-2.19,0,05:20:56:532.907
3.94,42.5,0,-7.4952,93.1375,0,2.56,-2.19,0,05:20:56:697.049
3.94,42.44,0,-7.4814,92.86875,0,2.56,-2.19,0,05:20:56:813.609
3.94,42.38,0,-7.4676,92.6,0,2.56,-2.19,0,05:20:56:921.925
3.94,42.31,0,-7.4538,92.33125,0,2.56,-2.19,0,05:20:57:20.759
3.94,42.25,0,-7.44,92.0625,0,2.56,-2.19,0,05:20:57:115.298
3.94,42.19,0,-7.4262,91.79375,0,2.56,-2.19,0,05:20:57:228.283
3.94,42.06,0,-7.4124,91.525,0,2.56,-2.19,0,05:20:57:345.753
3.94,42,0,-7.3986,91.25625,0,2.56,-2.19,0,05:20:57:473.13
3.94,41.94,0,-7.3848,90.9875,0,2.56,-2.19,0,05:20:57:525.528
3.87,41.88,0,-7.371,90.71875,0,2.56,-2.19,0,05:20:57:623.38
3.87,41.81,0,-7.3572,90.45,0,2.56,-2.19,0,05:20:57:713.258
3.87,41.69,0,-7.3434,90.18125,0,2.56,-2.25,0,05:20:57:818.875
3.87,41.63,0,-7.3296,89.9125,0,2.56,-2.25,0,05:20:57:919.99
3.87,41.56,0,-7.3158,89.64375,0,2.56,-2.25,0,05:20:58:16.945
3.87,41.44,0,-7.302,89.375,0,2.56,-2.25,0,05:20:58:161.202
3.87,41.44,0,-7.2882,89.10625,0,2.56,-2.25,0,05:20:58:230.767
3.81,41.37,0,-7.2744,88.8375,0,2.56,-2.25,0,05:20:58:344.904
3.81,41.19,0,-7.2606,88.56875,0,2.56,-2.25,0,05:20:58:449.293
3.81,41.13,0,-7.2468,88.3,0,2.56,-2.25,0,05:20:58:568.523
3.81,41.06,0,-7.233,88.03125,0,2.56,-2.25,0,05:20:58:669.667
3.81,40.88,0,-7.2192,87.7625,0,2.56,-2.25,0,05:20:58:768.978
3.81,40.81,0,-7.2054,87.49375,0,2.56,-2.25,0,05:20:58:858.941
3.81,40.75,0,-7.1916,87.225,0,2.56,-2.25,0,05:20:58:969.047
3.75,40.63,0,-7.1778,86.95625,0,2.56,-2.25,0,05:20:59:71.352
3.75,40.5,0,-7.164,86.6875,0,2.56,-2.25,0,05:20:59:189.695
3.75,40.38,0,-7.1502,86.41875,0,2.56,-2.25,0,05:20:59:266.38
3.75,40.31,0,-7.1364,86.15,0,2.56,-2.25,0,05:20:59:377.434
3.75,40.19,0,-7.1226,85.88125,0,2.56,-2.25,0,05:20:59:462.062
3.75,40.06,0,-7.1088,85.6125,0,2.56,-2.25,0,05:20:59:576.43
3.75,39.94,0,-7.095,85.34375,0,2.56,-2.25,0,05:20:59:661.818
3.75,39.88,0,-7.0812,85.075,0,2.56,-2.25,0,05:20:59:762.07
3.69,39.75,0,-7.0674,84.80625,0,2.56,-2.25,0,05:20:59:861.66
3.69,39.63,0,-7.0536,84.5375,0,2.56,-2.25,0,05:20:59:974.479
3.69,39.56,0,-7.0398,84.26875,0,2.56,-2.25,0,05:21:00:59.925
3.69,39.44,0,-7.026,84,0,2.56,-2.25,0,05:21:00:167.475
3.69,39.31,0,-7.0122,83.73125,0,2.56,-2.25,0,05:21:00:290.54
3.62,39.19,0,-6.9984,84,0,2.56,-2.25,0,05:21:00:417.666
3.62,39.13,0,-6.9846,83.87,0,2.56,-2.25,0,05:21:00:525.225
3.62,39,0,-6.9708,83.62,0,2.56,-2.25,0,05:21:00:618.198
3.62,38.88,0,-6.957,83.44,0,2.56,-2.25,0,05:21:00:723.728
3.62,38.75,0,-6.9432,83.25,0,2.56,-2.25,0,05:21:00:821.155
3.62,38.69,0,-6.9294,83,0,2.56,-2.25,0,05:21:00:917.84
3.62,38.63,0,-6.9156,82.81,0,2.56,-2.25,0,05:21:01:23.414
3.56,38.5,0,-6.9018,82.56,0,2.56,-2.25,0,05:21:01:108.186
3.56,38.31,0,-6.888,82.31,0,2.56,-2.25,0,05:21:01:251.034
3.56,38.25,0,-6.8742,82.06,0,2.56,-2.25,0,05:21:01:312.211
3.56,38.13,0,-6.8604,81.75,0,2.56,-2.25,0,05:21:01:457.675
3.56,38,0,-6.8466,81.44,0,2.56,-2.25,0,05:21:01:566.158
3.56,37.88,0,-6.8328,81.31,0,2.56,-2.25,0,05:21:01:664.813
3.5,37.75,0,-6.819,81,0,2.56,-2.25,0,05:21:01:766.976
3.5,37.69,0,-6.8052,80.81,0,2.56,-2.25,0,05:21:01:866.473
3.5,37.63,0,-6.7914,80.56,0,2.56,-2.25,0,05:21:01:957.236
3.5,37.5,0,-6.7776,80.38,0,2.56,-2.25,0,05:21:02:62.024
3.5,37.38,0,-6.7638,80.12,0,2.56,-2.25,0,05:21:02:162.381
3.5,37.31,0,-6.75,79.87,0,2.56,-2.25,0,05:21:02:294.997
3.5,37.13,0,-6.7362,79.5,0,2.56,-2.25,0,05:21:02:415.123
3.5,37.06,0,-6.7224,79.31,0,2.56,-2.25,0,05:21:02:526.542
3.5,36.94,0,-6.7086,79.06,0,2.62,-2.25,0,05:21:02:624.741
3.44,36.88,0,-6.6948,78.81,0,2.62,-2.25,0,05:21:02:732.545
3.44,36.75,0,-6.681,78.62,0,2.62,-2.25,0,05:21:02:812.297
3.44,36.69,0,-6.6672,78.44,0,2.62,-2.25,0,05:21:02:908.363
3.44,36.56,0,-6.6534,78.19,0,2.62,-2.25,0,05:21:03:10.886
3.44,36.5,0,-6.6396,78.06,0,2.62,-2.25,0,05:21:03:112.143
3.44,36.38,0,-6.6258,77.81,0,2.62,-2.25,0,05:21:03:223.56
3.44,36.31,0,-6.612,77.56,0,2.62,-2.25,0,05:21:03:313.918
3.44,36.19,0,-6.5982,77.31,0,2.62,-2.25,0,05:21:03:418.935
3.37,36.06,0,-6.5844,77.12,0,2.62,-2.25,0,05:21:03:510.65
3.37,36,0,-6.5706,76.87,0,2.62,-2.25,0,05:21:03:626.116
3.37,35.94,0,-6.5568,76.69,0,2.62,-2.25,0,05:21:03:734.99
3.37,35.81,0,-6.543,76.5,0,2.62,-2.25,0,05:21:03:806.63
3.37,35.75,0,-6.5292,76.31,0,2.62,-2.25,0,05:21:03:944.277
3.37,35.63,0,-6.5154,76.06,0,2.62,-2.25,0,05:21:04:19.938
3.37,35.56,0,-6.5016,75.87,0,2.56,-2.25,0,05:21:04:114.176
3.37,35.44,0,-6.4878,75.62,0,2.56,-2.25,0,05:21:04:218.231
3.37,35.38,0,-6.474,75.5,0,2.56,-2.25,0,05:21:04:335.145
3.37,35.31,0,-6.4602,75.25,0,2.62,-2.25,0,05:21:04:415.045
3.37,35.19,0,-6.4464,75,0,2.62,-2.25,0,05:21:04:524.432
3.37,35.06,0,-6.4326,74.81,0,2.62,-2.31,0,05:21:04:611.864
3.31,35,0,-6.4188,74.62,0,2.62,-2.25,0,05:21:04:718.009
3.31,34.94,0,-6.405,74.44,0,2.62,-2.25,0,05:21:04:814.67
3.31,34.88,0,-6.3912,74.19,0,2.62,-2.25,0,05:21:04:929.447
3.31,34.75,0,-6.3774,73.94,0,2.62,-2.25,0,05:21:05:14.792
3.31,34.69,0,-6.3636,73.81,0,2.62,-2.31,0,05:21:05:130.115
3.31,34.63,0,-6.3498,73.56,0,2.56,-2.31,0,05:21:05:228.912
3.31,34.56,0,-6.336,73.31,0,2.62,-2.25,0,05:21:05:349.425
3.31,34.44,0,-6.3222,73.12,0,2.62,-2.25,0,05:21:05:472.655
3.31,34.38,0,-6.3084,72.87,0,2.56,-2.25,0,05:21:05:561.416
3.31,34.31,0,-6.2946,72.69,0,2.62,-2.25,0,05:21:05:682.241
3.31,34.19,0,-6.2808,72.44,0,2.62,-2.25,0,05:21:05:766.805
3.31,34.13,0,-6.267,72.25,0,2.62,-2.25,0,05:21:05:878.522
3.25,34.06,0,-6.2532,72.06,0,2.56,-2.25,0,05:21:05:969.393
3.25,34,0,-6.2394,71.87,0,2.62,-2.31,0,05:21:06:75.688
3.25,33.88,0,-6.2256,71.69,0,2.62,-2.31,0,05:21:06:168.854
3.25,33.81,0,-6.2118,71.44,0,2.62,-2.31,0,05:21:06:287.401
3.25,33.69,0,-6.198,71.19,0,2.62,-2.31,0,05:21:06:418.637
3.25,33.63,0,-6.1842,71,0,2.62,-2.31,0,05:21:06:545.194
3.25,33.56,0,-6.1704,70.81,0,2.62,-2.25,0,05:21:06:610.425
3.25,33.5,0,-6.1566,70.62,0,2.62,-2.25,0,05:21:06:717.979
3.25,33.38,0,-6.1428,70.44,0,2.62,-2.25,0,05:21:06:856.06
3.25,33.31,0,-6.129,70.25,0,2.62,-2.25,0,05:21:06:911.114
3.19,33.25,0,-6.1152,70.06,0,2.62,-2.25,0,05:21:07:25.344
3.19,33.19,0,-6.1014,69.87,0,2.62,-2.25,0,05:21:07:118.348
3.19,33.06,0,-6.0876,69.69,0,2.62,-2.25,0,05:21:07:221.015
3.19,33,0,-6.0738,69.5,0,2.62,-2.25,0,05:21:07:344.699
3.19,32.94,0,-6.06,69.31,0,2.62,-2.25,0,05:21:07:408.357
3.19,32.88,0,-6.0462,69.12,0,2.62,-2.25,0,05:21:07:545.247
3.19,32.75,0,-6.06,68.94,0,2.62,-2.25,0,05:21:07:612.516
3.19,32.69,0,-6,68.75,0,2.62,-2.25,0,05:21:07:713.464
3.19,32.63,0,-5.94,68.56,0,2.62,-2.25,0,05:21:07:809.527
3.19,32.5,0,-5.88,68.31,0,2.62,-2.25,0,05:21:07:995.916
3.19,32.44,0,-5.81,68.19,0,2.62,-2.25,0,05:21:08:30.955
3.19,32.38,0,-5.75,68,0,2.62,-2.25,0,05:21:08:132.537
3.12,32.31,0,-5.69,67.81,0,2.62,-2.25,0,05:21:08:218.997
3.12,32.25,0,-5.62,67.62,0,2.62,-2.25,0,05:21:08:323.496
3.12,32.19,0,-5.56,67.44,0,2.62,-2.25,0,05:21:08:418.413
3.12,32.06,0,-5.5,67.19,0,2.62,-2.25,0,05:21:08:550.68
3.12,31.94,0,-5.44,67,0,2.62,-2.25,0,05:21:08:670.159
3.12,31.87,0,-5.38,66.81,0,2.62,-2.25,0,05:21:08:767.048
3.12,31.81,0,-5.31,66.62,0,2.62,-2.25,0,05:21:08:882.628
3.12,31.75,0,-5.25,66.44,0,2.62,-2.25,0,05:21:08:970.568
3.12,31.62,0,-5.19,66.25,0,2.62,-2.25,0,05:21:09:60.761
3.12,31.56,0,-5.19,66.06,0,2.62,-2.25,0,05:21:09:170.489
3.12,31.5,0,-5.13,65.87,0,2.62,-2.25,0,05:21:09:273.832
3.12,31.37,0,-5.06,65.62,0,2.62,-2.25,0,05:21:09:413.901
3.06,31.25,0,-4.94,65.25,0,2.62,-2.25,0,05:21:09:648.143
3.06,31.19,0,-4.94,65.25,0,2.62,-2.25,0,05:21:09:720.754
3.06,31.12,0,-4.94,65.12,0,2.62,-2.25,0,05:21:09:813.528
3.06,31.06,0,-4.81,64.75,0,2.62,-2.25,0,05:21:09:923.072
3.06,31,0,-4.81,64.62,0,2.62,-2.25,0,05:21:10:23.713
3.06,30.94,0,-4.75,64.44,0,2.62,-2.25,0,05:21:10:103.872
3.06,30.88,0,-4.69,64.25,0,2.62,-2.25,0,05:21:10:231.192
3.06,30.75,0,-4.62,64,0,2.62,-2.25,0,05:21:10:330.154
3.06,30.62,0,-4.56,63.81,0,2.62,-2.25,0,05:21:10:454.519
3.06,30.62,0,-4.56,63.69,0,2.62,-2.25,0,05:21:10:572.395
3.06,30.56,0,-4.5,63.44,0,2.62,-2.25,0,05:21:10:661.185
3.06,30.44,0,-4.5,63.25,0,2.62,-2.25,0,05:21:10:760.474
3.06,30.37,0,-4.5,63.13,0,2.62,-2.25,0,05:21:10:859.206
3.06,30.31,0,-4.44,62.94,0,2.62,-2.25,0,05:21:10:986.053
3.06,30.25,0,-4.38,62.75,0,2.62,-2.25,0,05:21:11:59.215
3.06,30.19,0,-4.31,62.62,0,2.62,-2.25,0,05:21:11:182.505
3.06,30.12,0,-4.31,62.38,0,2.62,-2.25,0,05:21:11:272.95
3,30.06,0,-4.25,62.25,0,2.62,-2.25,0,05:21:11:370.117
3,30,0,-4.25,62.06,0,2.62,-2.25,0,05:21:11:468.864
3,29.94,0,-4.19,61.88,0,2.62,-2.25,0,05:21:11:593.699
3,29.81,0,-4.13,61.69,0,2.62,-2.25,0,05:21:11:744.238
3,29.81,0,-4.13,61.56,0,2.62,-2.25,0,05:21:11:817.836
3,29.75,0,-4.13,61.44,0,2.62,-2.25,0,05:21:11:912.334
3,29.69,0,-4.06,61.25,0,2.62,-2.25,0,05:21:12:41.077
3,29.63,0,-4.06,61.06,0,2.62,-2.25,0,05:21:12:114.505
3,29.56,0,-4,60.94,0,2.62,-2.25,0,05:21:12:227.001
3,29.44,0,-3.94,60.69,0,2.62,-2.25,0,05:21:12:336.757
3,29.37,0,-3.88,60.63,0,2.62,-2.25,0,05:21:12:552.411
3,29.37,0,-3.88,60.63,0,2.62,-2.25,0,05:21:12:663.152
2.94,29.31,0,-3.88,60.63,0,2.62,-2.25,0,05:21:12:762.908
2.94,29.25,0,-3.88,60.63,0,2.62,-2.25,0,05:21:12:861.149
2.94,29.19,0,-3.88,60.56,0,2.62,-2.25,0,05:21:12:967.827
2.94,29.12,0,-3.88,60.63,0,2.62,-2.25,0,05:21:13:63.451
2.94,29.12,0,-3.81,60.56,0,2.62,-2.25,0,05:21:13:163.596
2.94,29.06,0,-3.88,60.56,0,2.62,-2.25,0,05:21:13:269.664
2.94,29.06,0,-3.81,60.56,0,2.62,-2.25,0,05:21:13:367.787
2.94,29,0,-3.81,60.56,0,2.62,-2.25,0,05:21:13:470.668
2.94,29,0,-3.81,60.5,0,2.62,-2.25,0,05:21:13:575.613
2.94,29,0,-3.81,60.5,0,2.62,-2.25,0,05:21:13:657.032
2.94,28.94,0,-3.81,60.44,0,2.62,-2.25,0,05:21:13:780.96
2.94,28.94,0,-3.81,60.44,0,2.62,-2.25,0,05:21:13:861.23
2.94,28.94,0,-3.81,60.44,0,2.62,-2.25,0,05:21:13:963.681
2.94,28.94,0,-3.81,60.44,0,2.62,-2.25,0,05:21:14:70.857
2.94,28.94,0,-3.81,60.38,0,2.62,-2.25,0,05:21:14:160.593
2.94,28.94,0,-3.81,60.31,0,2.62,-2.25,0,05:21:14:299.914
2.94,28.94,0,-3.81,60.31,0,2.62,-2.25,0,05:21:14:417.648
2.94,28.94,0,-3.75,60.25,0,2.62,-2.25,0,05:21:14:514.506
2.94,28.94,0,-3.75,60.25,0,2.62,-2.25,0,05:21:14:622.725
2.94,28.94,0,-3.81,60.19,0,2.62,-2.25,0,05:21:14:711.35
2.94,28.94,0,-3.81,60.12,0,2.62,-2.25,0,05:21:14:820.21
2.94,28.94,0,-3.81,60.06,0,2.56,-2.25,0,05:21:14:911.949
2.94,28.94,0,-3.75,60.06,0,2.62,-2.25,0,05:21:15:21.417
2.94,28.94,0,-3.75,60,0,2.62,-2.25,0,05:21:15:117.205
2.94,28.94,0,-3.75,59.94,0,2.62,-2.25,0,05:21:15:225.658
2.94,28.94,0,-3.75,59.88,0,2.62,-2.25,0,05:21:15:312.567
2.94,28.94,0,-3.75,59.81,0,2.62,-2.25,0,05:21:15:417.558
2.94,28.94,0,-3.75,59.75,0,2.56,-2.25,0,05:21:15:505.974
2.94,28.94,0,-3.75,59.75,0,2.62,-2.25,0,05:21:15:609.932
2.94,28.94,0,-3.69,59.69,0,2.62,-2.19,0,05:21:15:732.81
2.94,28.94,0,-3.69,59.63,0,2.62,-2.19,0,05:21:15:810.766
2.94,28.94,0,-3.69,59.63,0,2.62,-2.19,0,05:21:15:924.102
2.94,28.94,0,-3.69,59.56,0,2.56,-2.19,0,05:21:16:10.559
2.94,28.94,0,-3.69,59.56,0,2.56,-2.19,0,05:21:16:125.671
2.94,28.94,0,-3.69,59.5,0,2.56,-2.19,0,05:21:16:217.917
2.94,28.94,0,-3.69,59.5,0,2.62,-2.19,0,05:21:16:325.33
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:16:448.492
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:16:573.638
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:16:675.065
2.94,28.94,0,-3.69,59.44,0,2.56,-2.19,0,05:21:16:768.363
2.94,28.94,0,-3.69,59.44,0,2.56,-2.19,0,05:21:16:872.368
2.94,28.94,0,-3.69,59.44,0,2.56,-2.19,0,05:21:16:962.573
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:62.756
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:186.507
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:282.35
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:369.443
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:494.992
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:612.521
2.94,28.94,0,-3.69,59.44,0,2.62,-2.19,0,05:21:17:727.888
2.94,28.94,0,-3.69,59.5,0,2.62,-2.19,0,05:21:17:812.81
2.94,28.94,0,-3.69,59.56,0,2.62,-2.19,0,05:21:17:910.046
2.94,28.94,0,-3.69,59.69,0,2.62,-2.19,0,05:21:18:18.262
2.94,28.94,0,-3.75,59.75,0,2.62,-2.12,0,05:21:18:114.885
2.94,28.94,0,-3.75,59.81,0,2.62,-2.12,0,05:21:18:218.026
2.94,28.94,0,-3.75,59.94,0,2.62,-2.12,0,05:21:18:341.865
2.94,28.94,0,-3.75,60.06,0,2.62,-2.12,0,05:21:18:476.54
2.94,28.94,0,-3.75,60.12,0,2.56,-2.12,0,05:21:18:565.571
2.94,28.94,0,-3.75,60.25,0,2.56,-2.12,0,05:21:18:670.617
2.94,28.94,0,-3.81,60.31,0,2.56,-2.12,0,05:21:18:792.474
2.94,28.94,0,-3.81,60.38,0,2.62,-2.12,0,05:21:18:869.041
2.94,28.94,0,-3.81,60.44,0,2.62,-2.12,0,05:21:18:966.737
2.94,28.94,0,-3.81,60.5,0,2.62,-2.12,0,05:21:19:273.714
2.94,28.94,0,-3.81,60.5,0,2.62,-2.12,0,05:21:19:279.656
2.94,28.94,0,-3.81,60.5,0,2.62,-2.12,0,05:21:19:309.577
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:19:365.397
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:19:503.142
2.94,28.94,0,-3.81,60.56,0,2.56,-2.12,0,05:21:19:561.831
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:19:671.999
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:19:771.946
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:19:867.321
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:19:959.196
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:20:60.248
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:20:164.801
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:20:291.716
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:20:415.043
2.94,28.94,0,-3.81,60.56,0,2.62,-2.12,0,05:21:20:512.263
2.94,28.94,0,-3.81,60.63,0,2.62,-2.12,0,05:21:20:622.809
2.94,28.94,0,-3.88,60.69,0,2.62,-2.12,0,05:21:20:713.862
2.94,28.94,0,-3.88,60.75,0,2.62,-2.12,0,05:21:20:855.437
2.94,28.94,0,-3.88,60.81,0,2.62,-2.12,0,05:21:20:903.071
2.94,28.94,0,-3.88,60.88,0,2.62,-2.12,0,05:21:21:20.867
2.94,28.94,0,-3.94,61,0,2.62,-2.06,0,05:21:21:119.935
2.94,28.94,0,-3.94,61.13,0,2.62,-2.06,0,05:21:21:226.153
2.94,28.94,0,-4,61.19,0,2.62,-2.06,0,05:21:21:314.367
2.94,28.94,0,-4,61.31,0,2.62,-2.06,0,05:21:21:446.597
2.94,28.94,0,-4.06,61.5,0,2.62,-2.06,0,05:21:21:592.558
2.94,28.94,0,-4.06,61.63,0,2.62,-2.06,0,05:21:21:720.437
2.94,28.94,0,-4.13,61.75,0,2.62,-2.06,0,05:21:21:805.11
2.94,29,0,-4.13,61.88,0,2.62,-2.06,0,05:21:21:911.168
2.94,29.06,0,-4.19,62.06,0,2.62,-2.06,0,05:21:22:164.708
2.94,29.12,0,-4.19,62.06,0,2.62,-2.06,0,05:21:22:175.785
2.94,29.19,0,-4.25,62.25,0,2.62,-2.06,0,05:21:22:228.967
3,29.31,0,-4.31,62.56,0,2.62,-2.06,0,05:21:22:459.538
3,29.37,0,-4.38,62.69,0,2.62,-2,0,05:21:22:586.02
3,29.44,0,-4.38,62.88,0,2.62,-2,0,05:21:22:657.019
3,29.5,0,-4.44,63,0,2.62,-2,0,05:21:22:818.906
3,29.56,0,-4.44,63.13,0,2.62,-2,0,05:21:22:858.608
3,29.63,0,-4.5,63.19,0,2.62,-2,0,05:21:22:964.949
3,29.69,0,-4.5,63.38,0,2.62,-2,0,05:21:23:64.046
3,29.75,0,-4.56,63.56,0,2.62,-2,0,05:21:23:197.646
3,29.75,0,-4.62,63.69,0,2.62,-2,0,05:21:23:284.93
3,29.87,0,-4.69,63.94,0,2.62,-2,0,05:21:23:453.259
3,29.94,0,-4.69,64.06,0,2.62,-2,0,05:21:23:562.822
3,30,0,-4.69,64.25,0,2.62,-2,0,05:21:23:661.373
3,30.06,0,-4.75,64.37,0,2.62,-2,0,05:21:23:765.849
3,30.12,0,-4.81,64.5,0,2.62,-2,0,05:21:23:862.427
3,30.12,0,-4.81,64.62,0,2.62,-2,0,05:21:23:970.333
3.06,30.19,0,-4.88,64.81,0,2.62,-2,0,05:21:24:59.474
3.06,30.25,0,-4.89875,64.94,0,2.62,-2,0,05:21:24:181.592
3.06,30.37,0,-4.9175,65.19,0,2.62,-2,0,05:21:24:312.225
3.06,30.44,0,-4.93625,65.31,0,2.69,-2,0,05:21:24:413.655
3.06,30.5,0,-4.955,65.44,0,2.62,-2,0,05:21:24:515.384
3.06,30.56,0,-4.97375,65.62,0,2.62,-2,0,05:21:24:636.864
3.06,30.62,0,-4.9925,65.75,0,2.62,-2,0,05:21:24:712.284
3.06,30.62,0,-5.01125,65.87,0,2.62,-2,0,05:21:24:817.834
3.06,30.75,0,-5.03,66.06,0,2.62,-2,0,05:21:24:935.662
3.06,30.75,0,-5.04875,66.19,0,2.56,-2,0,05:21:25:9.093
3.06,30.81,0,-5.0675,66.37,0,2.56,-2,0,05:21:25:118.191
3.06,30.88,0,-5.08625,66.5,0,2.56,-2,0,05:21:25:215.935
3.12,31,0,-5.105,66.69,0,2.56,-2,0,05:21:25:321.363
3.12,31,0,-5.12375,66.75,0,2.56,-2,0,05:21:25:408.379
3.12,31.06,0,-5.1425,66.94,0,2.56,-2,0,05:21:25:518.037
3.12,31.19,0,-5.16125,67.12,0,2.56,-2,0,05:21:25:623.164
3.12,31.19,0,-5.18,67.25,0,2.56,-2,0,05:21:25:722.434
3.12,31.31,0,-5.19875,67.44,0,2.56,-2,0,05:21:25:827.542
3.12,31.37,0,-5.2175,67.56,0,2.56,-2,0,05:21:25:910.636
3.12,31.37,0,-5.23625,67.62,0,2.56,-2,0,05:21:26:23.008
3.12,31.44,0,-5.255,67.81,0,2.56,-2,0,05:21:26:125.763
3.12,31.56,0,-5.27375,67.94,0,2.56,-2,0,05:21:26:226.871
3.12,31.62,0,-5.2925,68.06,0,2.56,-2,0,05:21:26:337.524
3.12,31.69,0,-5.31125,68.37,0,2.56,-2,0,05:21:26:426.232
3.12,31.75,0,-5.33,68.5,0,2.56,-2,0,05:21:26:518.744
3.12,31.81,0,-5.34875,68.62,0,2.56,-2,0,05:21:26:627.799
3.12,31.87,0,-5.3675,68.81,0,2.56,-2,0,05:21:26:749.591
3.12,31.94,0,-5.38625,68.94,0,2.56,-2,0,05:21:26:813.525
3.12,32,0,-5.405,69.12,0,2.56,-2,0,05:21:26:941.595
3.19,32.06,0,-5.42375,69.25,0,2.56,-2,0,05:21:27:11.685
3.19,32.13,0,-5.4425,69.44,0,2.56,-2,0,05:21:27:132.891
3.19,32.19,0,-5.46125,69.56,0,2.62,-2,0,05:21:27:206.816
3.19,32.25,0,-5.48,69.75,0,2.56,-2,0,05:21:27:334.329
3.19,32.31,0,-5.49875,69.94,0,2.56,-2,0,05:21:27:425.965
3.19,32.38,0,-5.5175,70.06,0,2.56,-2,0,05:21:27:508.796
3.19,32.44,0,-5.53625,70.25,0,2.56,-2,0,05:21:27:618.898
3.19,32.5,0,-5.555,70.44,0,2.56,-2,0,05:21:27:708.342
3.19,32.56,0,-5.57375,70.56,0,2.56,-2,0,05:21:27:821.913
3.19,32.63,0,-5.5925,70.69,0,2.56,-2,0,05:21:27:916.744
3.19,32.69,0,-5.61125,70.87,0,2.56,-2,0,05:21:28:9.331
3.19,32.75,0,-5.63,71,0,2.56,-2,0,05:21:28:107.813
3.19,32.88,0,-5.64875,71.19,0,2.56,-2,0,05:21:28:216.165
3.19,32.94,0,-5.6675,71.37,0,2.56,-2,0,05:21:28:338.382
3.19,33.06,0,-5.68625,71.75,0,2.56,-2,0,05:21:28:544.78
3.19,33.13,0,-5.705,71.94,0,2.56,-2,0,05:21:28:660.928
3.25,33.19,0,-5.72375,72.06,0,2.56,-2,0,05:21:28:767.555
3.25,33.25,0,-5.7425,72.25,0,2.56,-2,0,05:21:28:871.309
3.25,33.38,0,-5.76125,72.44,0,2.56,-2,0,05:21:28:967.706
3.25,33.44,0,-5.78,72.62,0,2.56,-2,0,05:21:29:65.225
3.25,33.5,0,-5.79875,72.69,0,2.62,-1.94,0,05:21:29:164.866
3.25,33.56,0,-5.8175,72.94,0,2.62,-2,0,05:21:29:269.214
3.25,33.63,0,-5.83625,73,0,2.62,-1.94,0,05:21:29:369.727
3.25,33.75,0,-5.855,73.25,0,2.56,-1.94,0,05:21:29:477.532
3.25,33.81,0,-5.87375,73.44,0,2.56,-1.94,0,05:21:29:585.194
3.25,33.88,0,-5.8925,73.62,0,2.62,-1.94,0,05:21:29:664.998
3.25,33.94,0,-5.91125,73.69,0,2.62,-1.94,0,05:21:29:766.139
3.25,34,0,-5.93,73.94,0,2.62,-1.94,0,05:21:29:879.468
3.25,34.06,0,-5.94875,74.12,0,2.62,-1.94,0,05:21:29:960.575
3.25,34.19,0,-5.9675,74.37,0,2.56,-1.94,0,05:21:30:59.307
3.25,34.25,0,-5.98625,74.5,0,2.62,-1.94,0,05:21:30:171.659
3.31,34.31,0,-6.005,74.75,0,2.56,-1.87,0,05:21:30:285.562
3.31,34.44,0,-6.02375,75,0,2.56,-1.94,0,05:21:30:420.965
3.31,34.5,0,-6.0425,75.12,0,2.56,-1.87,0,05:21:30:514.98
3.31,34.63,0,-6.06125,75.37,0,2.56,-1.87,0,05:21:30:613.378
3.31,34.69,0,-6.08,75.56,0,2.5,-1.87,0,05:21:30:713.366
